"Questao";"Opcao";"Proficiencia";"Porcentagem"
"54 - Você faz o dever de casa de Matemática?";"O(A) professor(a) não passa dever de casa.";"BA";"0.00683371298405467"
"54 - Você faz o dever de casa de Matemática?";"O(A) professor(a) não passa dever de casa.";"PR";"0"
"54 - Você faz o dever de casa de Matemática?";"NI";"IN";"0.0391730141458107"
"54 - Você faz o dever de casa de Matemática?";"NI";"BA";"0.0227790432801822"
"54 - Você faz o dever de casa de Matemática?";"NI";"PR";"0"
"55 - O(A) professor(a) corrige o dever de casa de Matemática?";"Sempre ou quase sempre.";"IN";"0.748639825897715"
"55 - O(A) professor(a) corrige o dever de casa de Matemática?";"Sempre ou quase sempre.";"BA";"0.838268792710706"
"55 - O(A) professor(a) corrige o dever de casa de Matemática?";"Sempre ou quase sempre.";"PR";"0.714285714285714"
"55 - O(A) professor(a) corrige o dever de casa de Matemática?";"De vez em quando.";"IN";"0.187159956474429"
"55 - O(A) professor(a) corrige o dever de casa de Matemática?";"De vez em quando.";"BA";"0.116173120728929"
"55 - O(A) professor(a) corrige o dever de casa de Matemática?";"De vez em quando.";"PR";"0.285714285714286"
"55 - O(A) professor(a) corrige o dever de casa de Matemática?";"Nunca ou quase nunca.";"IN";"0.0195865070729053"
"55 - O(A) professor(a) corrige o dever de casa de Matemática?";"Nunca ou quase nunca.";"BA";"0.00227790432801822"
"55 - O(A) professor(a) corrige o dever de casa de Matemática?";"Nunca ou quase nunca.";"PR";"0"
"55 - O(A) professor(a) corrige o dever de casa de Matemática?";"O(A) professor(a) não passa dever de casa.";"IN";"0.00761697497279652"
"55 - O(A) professor(a) corrige o dever de casa de Matemática?";"O(A) professor(a) não passa dever de casa.";"BA";"0.00683371298405467"
"55 - O(A) professor(a) corrige o dever de casa de Matemática?";"O(A) professor(a) não passa dever de casa.";"PR";"0"
"55 - O(A) professor(a) corrige o dever de casa de Matemática?";"NI";"IN";"0.0369967355821545"
"55 - O(A) professor(a) corrige o dever de casa de Matemática?";"NI";"BA";"0.0364464692482916"
"55 - O(A) professor(a) corrige o dever de casa de Matemática?";"NI";"PR";"0"
"57 - Quando você terminar o 9º ano(8ª série) você pretende:";"Somente continuar estudando.";"IN";"0.43525571273123"
"57 - Quando você terminar o 9º ano(8ª série) você pretende:";"Somente continuar estudando.";"BA";"0.375854214123007"
"57 - Quando você terminar o 9º ano(8ª série) você pretende:";"Somente continuar estudando.";"PR";"0.142857142857143"
"57 - Quando você terminar o 9º ano(8ª série) você pretende:";"Somente trabalhar.";"IN";"0.0228509249183896"
"57 - Quando você terminar o 9º ano(8ª série) você pretende:";"Somente trabalhar.";"BA";"0.0159453302961276"
"57 - Quando você terminar o 9º ano(8ª série) você pretende:";"Somente trabalhar.";"PR";"0"
"57 - Quando você terminar o 9º ano(8ª série) você pretende:";"Continuar estudando e trabalhar.";"IN";"0.340587595212187"
"57 - Quando você terminar o 9º ano(8ª série) você pretende:";"Continuar estudando e trabalhar.";"BA";"0.403189066059225"
"57 - Quando você terminar o 9º ano(8ª série) você pretende:";"Continuar estudando e trabalhar.";"PR";"0.714285714285714"
"57 - Quando você terminar o 9º ano(8ª série) você pretende:";"Ainda não sei.";"IN";"0.166485310119695"
"57 - Quando você terminar o 9º ano(8ª série) você pretende:";"Ainda não sei.";"BA";"0.175398633257403"
"57 - Quando você terminar o 9º ano(8ª série) você pretende:";"Ainda não sei.";"PR";"0.142857142857143"
"57 - Quando você terminar o 9º ano(8ª série) você pretende:";"NI";"IN";"0.0348204570184984"
"57 - Quando você terminar o 9º ano(8ª série) você pretende:";"NI";"BA";"0.0296127562642369"
"57 - Quando você terminar o 9º ano(8ª série) você pretende:";"NI";"PR";"0"
